approach,cpu,hidden_units,true_negative,false_negative,true_positive,false_positive,precision,recall,accuracy,f1_score,outlier_threshold,wallclock_time_seconds
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,83,478,0,3,23,0.11538461538461539,1.0,0.9543650793650794,0.20689655172413793,-70.3301773071289,1.74
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,229,478,1,2,23,0.08,0.6666666666666666,0.9523809523809523,0.14285714285714285,-186.92385864257812,2.03
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,321,473,1,2,28,0.06666666666666667,0.6666666666666666,0.9424603174603174,0.1212121212121212,-248.76889038085938,2.00
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,314,468,1,2,33,0.05714285714285714,0.6666666666666666,0.9325396825396826,0.10526315789473684,-248.46505279541014,2.61
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,203,474,1,2,27,0.06896551724137931,0.6666666666666666,0.9444444444444444,0.125,-158.48753814697267,3.03
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,295,481,1,2,20,0.09090909090909091,0.6666666666666666,0.9583333333333334,0.16,-232.23604278564454,2.26
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,270,478,1,2,23,0.08,0.6666666666666666,0.9523809523809523,0.14285714285714285,-215.3550048828125,2.33
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,127,477,0,3,24,0.1111111111111111,1.0,0.9523809523809523,0.19999999999999998,-110.93105010986328,2.31
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,183,476,0,3,25,0.10714285714285714,1.0,0.9503968253968254,0.19354838709677416,-153.8643035888672,2.13
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,606,478,1,2,23,0.08,0.6666666666666666,0.9523809523809523,0.14285714285714285,-488.77610168457034,5.71
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,157,489,0,3,12,0.2,1.0,0.9761904761904762,0.33333333333333337,-128.3037322998047,2.95
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,257,479,2,1,22,0.043478260869565216,0.3333333333333333,0.9523809523809523,0.07692307692307691,-198.426416015625,1.69
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,568,470,3,0,31,0.0,0.0,0.9325396825396826,0.0,-459.95367126464845,4.17
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,311,473,2,1,28,0.034482758620689655,0.3333333333333333,0.9404761904761905,0.0625,-245.10040588378905,2.57
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,23,475,1,2,26,0.07142857142857142,0.6666666666666666,0.9464285714285714,0.12903225806451613,-29.653647232055665,1.09
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,42,484,0,3,17,0.15,1.0,0.9662698412698413,0.2608695652173913,-44.21518898010254,1.12
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,242,477,1,2,24,0.07692307692307693,0.6666666666666666,0.9503968253968254,0.13793103448275862,-193.22076263427735,1.94
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,386,476,2,1,25,0.038461538461538464,0.3333333333333333,0.9464285714285714,0.06896551724137931,-306.6715423583984,2.50
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,492,475,3,0,26,0.0,0.0,0.9424603174603174,0.0,-390.4803466796875,3.76
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,145,483,0,3,18,0.14285714285714285,1.0,0.9642857142857143,0.25,-123.05228424072266,1.90
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,259,475,1,2,26,0.07142857142857142,0.6666666666666666,0.9464285714285714,0.12903225806451613,-201.16876068115235,2.31
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,516,480,1,2,21,0.08695652173913043,0.6666666666666666,0.9563492063492064,0.15384615384615383,-416.2109039306641,4.34
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,110,479,0,3,22,0.12,1.0,0.9563492063492064,0.21428571428571425,-94.0847900390625,2.03
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,398,480,2,1,21,0.045454545454545456,0.3333333333333333,0.9543650793650794,0.08,-320.12828674316404,3.32
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,534,470,1,2,31,0.06060606060606061,0.6666666666666666,0.9365079365079365,0.1111111111111111,-422.4301239013672,4.72
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,31,474,1,2,27,0.06896551724137931,0.6666666666666666,0.9444444444444444,0.125,-36.245914459228516,1.09
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,470,479,3,0,22,0.0,0.0,0.9503968253968254,0.0,-388.4514953613281,4.06
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,233,485,1,2,16,0.1111111111111111,0.6666666666666666,0.9662698412698413,0.1904761904761905,-190.8470703125,1.47
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,540,472,2,1,29,0.03333333333333333,0.3333333333333333,0.9384920634920635,0.0606060606060606,-424.1151428222656,4.23
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,595,481,2,1,20,0.047619047619047616,0.3333333333333333,0.9563492063492064,0.08333333333333333,-475.4689575195313,5.47
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,304,480,1,2,21,0.08695652173913043,0.6666666666666666,0.9563492063492064,0.15384615384615383,-247.076904296875,2.47
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,268,473,1,2,28,0.06666666666666667,0.6666666666666666,0.9424603174603174,0.1212121212121212,-210.70079040527344,1.87
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,30,482,2,1,19,0.05,0.3333333333333333,0.9583333333333334,0.08695652173913045,-30.81933059692383,0.87
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,303,472,1,2,29,0.06451612903225806,0.6666666666666666,0.9404761904761905,0.1176470588235294,-244.0759063720703,2.40
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,189,481,0,3,20,0.13043478260869565,1.0,0.9603174603174603,0.23076923076923078,-150.4326629638672,2.21
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,394,476,2,1,25,0.038461538461538464,0.3333333333333333,0.9464285714285714,0.06896551724137931,-317.84596862792966,3.00
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,27,478,2,1,23,0.041666666666666664,0.3333333333333333,0.9503968253968254,0.07407407407407407,-30.41889019012451,1.08
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,444,473,2,1,28,0.034482758620689655,0.3333333333333333,0.9404761904761905,0.0625,-348.6641082763672,3.70
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,226,469,0,3,32,0.08571428571428572,1.0,0.9365079365079365,0.15789473684210528,-185.2673126220703,2.65
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,255,479,2,1,22,0.043478260869565216,0.3333333333333333,0.9523809523809523,0.07692307692307691,-200.45555114746094,2.23
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,498,470,2,1,31,0.03125,0.3333333333333333,0.9345238095238095,0.05714285714285714,-395.1882019042969,3.70
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,47,478,0,3,23,0.11538461538461539,1.0,0.9543650793650794,0.20689655172413793,-45.94324645996094,1.22
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,50,480,1,2,21,0.08695652173913043,0.6666666666666666,0.9563492063492064,0.15384615384615383,-47.212350845336914,1.23
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,144,481,0,3,20,0.13043478260869565,1.0,0.9603174603174603,0.23076923076923078,-120.06791687011719,2.02
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,368,480,1,2,21,0.08695652173913043,0.6666666666666666,0.9563492063492064,0.15384615384615383,-289.9143127441406,2.35
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,86,473,0,3,28,0.0967741935483871,1.0,0.9444444444444444,0.17647058823529413,-76.30671920776368,1.58
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,106,480,0,3,21,0.125,1.0,0.9583333333333334,0.2222222222222222,-89.6086654663086,1.92
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,535,472,1,2,29,0.06451612903225806,0.6666666666666666,0.9404761904761905,0.1176470588235294,-420.40704345703125,4.88
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,474,477,2,1,24,0.04,0.3333333333333333,0.9484126984126984,0.07142857142857142,-396.3751525878906,3.35
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,20,472,2,1,29,0.03333333333333333,0.3333333333333333,0.9384920634920635,0.0606060606060606,-26.681904602050782,0.76
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,381,477,2,1,24,0.04,0.3333333333333333,0.9484126984126984,0.07142857142857142,-294.937255859375,3.22
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,101,473,1,2,28,0.06666666666666667,0.6666666666666666,0.9424603174603174,0.1212121212121212,-90.0239486694336,2.17
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,488,474,1,2,27,0.06896551724137931,0.6666666666666666,0.9444444444444444,0.125,-394.4447326660156,3.64
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,63,472,0,3,29,0.09375,1.0,0.9424603174603174,0.17142857142857143,-60.4879207611084,1.21
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,256,469,1,2,32,0.058823529411764705,0.6666666666666666,0.9345238095238095,0.10810810810810811,-200.46046447753906,2.13
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,469,473,2,1,28,0.034482758620689655,0.3333333333333333,0.9404761904761905,0.0625,-386.77265014648435,4.03
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,391,474,3,0,27,0.0,0.0,0.9404761904761905,0.0,-315.05296325683594,3.51
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,116,477,0,3,24,0.1111111111111111,1.0,0.9523809523809523,0.19999999999999998,-99.45262145996094,2.32
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,591,466,3,0,35,0.0,0.0,0.9246031746031746,0.0,-479.5646667480469,5.05
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,396,480,2,1,21,0.045454545454545456,0.3333333333333333,0.9543650793650794,0.08,-322.1338195800781,3.23
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,476,467,3,0,34,0.0,0.0,0.9265873015873016,0.0,-394.7275695800781,4.23
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,131,477,0,3,24,0.1111111111111111,1.0,0.9523809523809523,0.19999999999999998,-107.02494812011719,2.46
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,55,487,0,3,14,0.17647058823529413,1.0,0.9722222222222222,0.3,-53.30797576904297,1.13
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,404,470,2,1,31,0.03125,0.3333333333333333,0.9345238095238095,0.05714285714285714,-334.08056640625,2.81
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,517,481,1,2,20,0.09090909090909091,0.6666666666666666,0.9583333333333334,0.16,-427.6689453125,4.13
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,150,474,0,3,27,0.1,1.0,0.9464285714285714,0.18181818181818182,-126.39131240844726,2.77
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,458,475,2,1,26,0.037037037037037035,0.3333333333333333,0.9444444444444444,0.06666666666666667,-364.8454956054687,2.93
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,521,472,3,0,29,0.0,0.0,0.9365079365079365,0.0,-425.0603332519531,3.90
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,21,477,2,1,24,0.04,0.3333333333333333,0.9484126984126984,0.07142857142857142,-23.701012420654305,0.90
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,575,484,2,1,17,0.05555555555555555,0.3333333333333333,0.9623015873015873,0.09523809523809525,-466.4159606933594,4.29
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,418,477,3,0,24,0.0,0.0,0.9464285714285714,0.0,-332.3219299316406,3.58
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,215,486,1,2,15,0.11764705882352941,0.6666666666666666,0.9682539682539683,0.2,-170.91095123291015,1.87
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,4,475,2,1,26,0.037037037037037035,0.3333333333333333,0.9444444444444444,0.06666666666666667,-10.106220245361332,0.86
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,413,477,1,2,24,0.07692307692307693,0.6666666666666666,0.9503968253968254,0.13793103448275862,-336.1025695800781,2.86
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,117,478,0,3,23,0.11538461538461539,1.0,0.9543650793650794,0.20689655172413793,-101.37947158813476,2.27
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,151,481,0,3,20,0.13043478260869565,1.0,0.9603174603174603,0.23076923076923078,-127.11481552124023,2.75
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,52,480,0,3,21,0.125,1.0,0.9583333333333334,0.2222222222222222,-47.72052764892578,1.21
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,287,470,1,2,31,0.06060606060606061,0.6666666666666666,0.9365079365079365,0.1111111111111111,-231.04928131103517,2.24
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,609,476,1,2,25,0.07407407407407407,0.6666666666666666,0.9484126984126984,0.13333333333333333,-492.78591003417966,11.98
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,482,477,2,1,24,0.04,0.3333333333333333,0.9484126984126984,0.07142857142857142,-401.71942138671875,4.41
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,102,482,0,3,19,0.13636363636363635,1.0,0.9623015873015873,0.24000000000000002,-89.99465637207031,1.80
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,267,470,1,2,31,0.06060606060606061,0.6666666666666666,0.9365079365079365,0.1111111111111111,-209.09046020507813,1.86
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,489,477,2,1,24,0.04,0.3333333333333333,0.9484126984126984,0.07142857142857142,-389.7385223388672,4.07
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,156,478,1,2,23,0.08,0.6666666666666666,0.9523809523809523,0.14285714285714285,-128.40320281982423,3.05
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,367,474,2,1,27,0.03571428571428571,0.3333333333333333,0.9424603174603174,0.06451612903225806,-293.6051940917969,3.07
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,422,472,1,2,29,0.06451612903225806,0.6666666666666666,0.9404761904761905,0.1176470588235294,-333.78802490234375,4.00
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,580,476,3,0,25,0.0,0.0,0.9444444444444444,0.0,-468.0420288085938,5.48
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,89,471,0,3,30,0.09090909090909091,1.0,0.9404761904761905,0.16666666666666669,-75.44478378295898,1.52
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,351,470,0,3,31,0.08823529411764706,1.0,0.9384920634920635,0.1621621621621622,-288.166259765625,2.53
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,162,485,0,3,16,0.15789473684210525,1.0,0.9682539682539683,0.2727272727272727,-133.00513916015626,2.25
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,112,476,0,3,25,0.10714285714285714,1.0,0.9503968253968254,0.19354838709677416,-97.17376098632812,1.73
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,513,471,0,3,30,0.09090909090909091,1.0,0.9404761904761905,0.16666666666666669,-420.07720947265625,4.29
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,374,478,2,1,23,0.041666666666666664,0.3333333333333333,0.9503968253968254,0.07407407407407407,-284.52398681640625,3.10
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,179,483,0,3,18,0.14285714285714285,1.0,0.9642857142857143,0.25,-146.745849609375,2.64
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,483,474,2,1,27,0.03571428571428571,0.3333333333333333,0.9424603174603174,0.06451612903225806,-399.4969787597656,3.70
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,574,475,3,0,26,0.0,0.0,0.9424603174603174,0.0,-467.6967315673828,4.62
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,415,479,1,2,22,0.08333333333333333,0.6666666666666666,0.9543650793650794,0.14814814814814814,-338.0364105224609,3.74
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,446,473,2,1,28,0.034482758620689655,0.3333333333333333,0.9404761904761905,0.0625,-351.88184814453126,3.04
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,484,475,3,0,26,0.0,0.0,0.9424603174603174,0.0,-394.4729705810547,3.45
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,24,481,2,1,20,0.047619047619047616,0.3333333333333333,0.9563492063492064,0.08333333333333333,-27.027569580078126,0.98
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,306,476,2,1,25,0.038461538461538464,0.3333333333333333,0.9464285714285714,0.06896551724137931,-251.5044677734375,2.28
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,197,482,0,3,19,0.13636363636363635,1.0,0.9623015873015873,0.24000000000000002,-163.63660278320313,3.05
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,171,477,0,3,24,0.1111111111111111,1.0,0.9523809523809523,0.19999999999999998,-140.7919937133789,2.79
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,545,473,3,0,28,0.0,0.0,0.9384920634920635,0.0,-437.58782958984375,3.99
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,46,479,0,3,22,0.12,1.0,0.9563492063492064,0.21428571428571425,-46.15979270935059,0.86
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,32,475,1,2,26,0.07142857142857142,0.6666666666666666,0.9464285714285714,0.12903225806451613,-31.698762893676758,0.96
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,223,480,0,3,21,0.125,1.0,0.9583333333333334,0.2222222222222222,-177.05003356933594,1.48
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,397,473,1,2,28,0.06666666666666667,0.6666666666666666,0.9424603174603174,0.1212121212121212,-322.7456787109375,3.44
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,128,482,0,3,19,0.13636363636363635,1.0,0.9623015873015873,0.24000000000000002,-109.97898788452149,2.51
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,610,480,2,1,21,0.045454545454545456,0.3333333333333333,0.9543650793650794,0.08,-487.6334625244141,177.55
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,237,482,1,2,19,0.09523809523809523,0.6666666666666666,0.9603174603174603,0.16666666666666666,-192.00204467773438,1.97
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,611,472,1,2,29,0.06451612903225806,0.6666666666666666,0.9404761904761905,0.1176470588235294,-488.5783111572266,177.51
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,160,482,0,3,19,0.13636363636363635,1.0,0.9623015873015873,0.24000000000000002,-129.15985107421875,1.99
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,480,483,3,0,18,0.0,0.0,0.9583333333333334,0.0,-392.1733093261719,3.64
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,265,475,3,0,26,0.0,0.0,0.9424603174603174,0.0,-207.4806671142578,2.21
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,466,475,2,1,26,0.037037037037037035,0.3333333333333333,0.9444444444444444,0.06666666666666667,-382.4638671875,3.43
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,312,470,2,1,31,0.03125,0.3333333333333333,0.9345238095238095,0.05714285714285714,-246.37742919921874,2.56
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,524,468,2,1,33,0.029411764705882353,0.3333333333333333,0.9305555555555556,0.05405405405405406,-428.40704345703125,3.95
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,180,476,1,2,25,0.07407407407407407,0.6666666666666666,0.9484126984126984,0.13333333333333333,-146.75555419921875,2.14
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,185,474,1,2,27,0.06896551724137931,0.6666666666666666,0.9444444444444444,0.125,-148.4755615234375,2.65
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,590,480,1,2,21,0.08695652173913043,0.6666666666666666,0.9563492063492064,0.15384615384615383,-475.5085754394531,4.87
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,369,474,2,1,27,0.03571428571428571,0.3333333333333333,0.9424603174603174,0.06451612903225806,-290.0401306152344,3.12
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,187,480,1,2,21,0.08695652173913043,0.6666666666666666,0.9563492063492064,0.15384615384615383,-150.95851135253906,1.48
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,95,483,0,3,18,0.14285714285714285,1.0,0.9642857142857143,0.25,-81.29282531738282,1.99
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,457,475,2,1,26,0.037037037037037035,0.3333333333333333,0.9444444444444444,0.06666666666666667,-367.8105926513672,3.77
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,325,469,2,1,32,0.030303030303030304,0.3333333333333333,0.9325396825396826,0.05555555555555555,-259.5118804931641,2.36
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,553,472,2,1,29,0.03333333333333333,0.3333333333333333,0.9384920634920635,0.0606060606060606,-449.36020507812503,4.93
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,405,479,1,2,22,0.08333333333333333,0.6666666666666666,0.9543650793650794,0.14814814814814814,-331.93255615234375,3.23
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,332,476,1,2,25,0.07407407407407407,0.6666666666666666,0.9484126984126984,0.13333333333333333,-258.585302734375,2.81
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,169,478,0,3,23,0.11538461538461539,1.0,0.9543650793650794,0.20689655172413793,-136.9803939819336,1.64
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,81,476,0,3,25,0.10714285714285714,1.0,0.9503968253968254,0.19354838709677416,-67.05985260009766,1.21
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,195,475,1,2,26,0.07142857142857142,0.6666666666666666,0.9464285714285714,0.12903225806451613,-161.89491577148436,1.90
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,148,479,0,3,22,0.12,1.0,0.9563492063492064,0.21428571428571425,-126.55875396728516,2.82
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,403,470,2,1,31,0.03125,0.3333333333333333,0.9345238095238095,0.05714285714285714,-329.45664367675784,3.21
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,76,480,1,2,21,0.08695652173913043,0.6666666666666666,0.9563492063492064,0.15384615384615383,-66.33976440429687,1.44
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,362,474,2,1,27,0.03571428571428571,0.3333333333333333,0.9424603174603174,0.06451612903225806,-290.0563537597656,3.10
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,425,476,2,1,25,0.038461538461538464,0.3333333333333333,0.9464285714285714,0.06896551724137931,-332.6432830810547,3.71
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,175,479,0,3,22,0.12,1.0,0.9563492063492064,0.21428571428571425,-142.11212158203125,2.52
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,519,475,1,2,26,0.07142857142857142,0.6666666666666666,0.9464285714285714,0.12903225806451613,-422.0180358886719,4.50
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,133,475,0,3,26,0.10344827586206896,1.0,0.9484126984126984,0.1875,-113.63479614257812,1.67
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,298,481,1,2,20,0.09090909090909091,0.6666666666666666,0.9583333333333334,0.16,-241.64321899414062,2.60
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,236,472,0,3,29,0.09375,1.0,0.9424603174603174,0.17142857142857143,-186.52005004882812,1.90
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,342,479,2,1,22,0.043478260869565216,0.3333333333333333,0.9523809523809523,0.07692307692307691,-276.99127502441405,2.89
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,436,473,2,1,28,0.034482758620689655,0.3333333333333333,0.9404761904761905,0.0625,-336.0635681152344,3.32
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,44,481,1,2,20,0.09090909090909091,0.6666666666666666,0.9583333333333334,0.16,-45.451039505004886,1.07
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,593,477,2,1,24,0.04,0.3333333333333333,0.9484126984126984,0.07142857142857142,-471.134033203125,5.16
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,244,479,2,1,22,0.043478260869565216,0.3333333333333333,0.9523809523809523,0.07692307692307691,-199.52446289062502,2.21
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,301,471,1,2,30,0.0625,0.6666666666666666,0.9384920634920635,0.11428571428571428,-247.0125961303711,1.93
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,238,464,2,1,37,0.02631578947368421,0.3333333333333333,0.9226190476190477,0.048780487804878044,-189.0493606567383,2.14
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,417,484,1,2,17,0.10526315789473684,0.6666666666666666,0.9642857142857143,0.18181818181818182,-336.65883483886716,3.58
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,352,475,1,2,26,0.07142857142857142,0.6666666666666666,0.9464285714285714,0.12903225806451613,-287.2414611816406,2.49
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,366,478,1,2,23,0.08,0.6666666666666666,0.9523809523809523,0.14285714285714285,-290.6210144042969,2.60
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,308,477,2,1,24,0.04,0.3333333333333333,0.9484126984126984,0.07142857142857142,-244.56001586914064,2.52
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,253,476,0,3,25,0.10714285714285714,1.0,0.9503968253968254,0.19354838709677416,-204.4754379272461,2.18
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,328,475,1,2,26,0.07142857142857142,0.6666666666666666,0.9464285714285714,0.12903225806451613,-264.8894775390625,2.36
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,122,477,0,3,24,0.1111111111111111,1.0,0.9523809523809523,0.19999999999999998,-101.07481994628907,2.29
classic,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,554,486,3,0,15,0.0,0.0,0.9642857142857143,0.0,-450.74290771484374,3.82
